Book-Title,Book-Author
"Temporary Groom (Hawk'S Way) (Silhouette Desire, No 1004)",Joan Johnston
"Second - Time Bride (Harlequin Presents, No 1888)",Lynne Graham
Dog Heaven,Cynthia Rylant
The Red Wolf,Margaret Shannon
The Forever Year,Ronald Anthony
Angels' Little Instruction Book,Eileen Elias Freeman
Body of Evidence,Joan Elliot Pickart
The Pole Star Family,Enid Blyton
Goombata : The Improbable Rise and Fall of John Gotti and His Gang,John Cummings
"Monster Blood II (Goosebumps, No 18)",R. L. Stine
"Her Secret Thrill (Harlequin Blaze, No 18)",Donna Kauffman
"Angels Wings (Harlequin American Romance, No. 361)",Anne Stuart
Mystique,Marion Clarke
Thunderbird,Susan Slater
Transformed by the Light: The Powerful Effect of Near-Death Experiences on People's Lives,"Melvin, M.D. Morse"
The Sword of Mary (Sword of Mary),Esther Friesner
Chapters from Childhood: Reminiscences of an Artist's Granddaughter,Juliet M. Soskice
The Deadliest of Friends,Mary Main
Grand Avenue,Joy Fielding
"Twelve Times Blessed (Mitchard, Jacqueline)",Jacquelyn Mitchard
Mulligan Magic (Irish Eyes Romance),Deb Stover
"Wade (Blake, Jennifer, Louisiana Gentlemen Series.)",Jennifer Blake
Julia: The Untold Story of America's Pretty Woman,Aileen Joyce
Parallel Lies,Ridley Pearson
"Giggle, Giggle, Quack",Doreen Cronin (Author)
Beloved (Silhouette Desire #1189),Diana Palmer
Beyond Recall,Stephen Kyle
When God Becomes a Drug: Breaking the Chains of Religious Addiction &amp; Abuse,Leo Booth
Beyond Recognition,Ridley Pearson
Bloodstream: A Novel of Medical Suspense,Tess Gerritsen
Loose Coins (Sears Mysteries),Joe L. Hensley
Slaves of Obsession (William Monk Novels (Paperback)),Anne Perry
"Naughty Neighbor (Loveswept, No 537)",Janet Evanovich
Apples and Pumpkins,Anne Rockwell
Something Big Has Been Here,Jack Prelutsky
My Friend Rabbit,Eric Rohmann
Disney's Winnie the Pooh Colors (Learn and Grow.),Andrea Doering
"Jessi Ramsey, Pet Sitter (Baby-Sitters Club, 22)",Ann M. Martin
Piggie Pie!,Margie Palatini
"Brooke (Orphans Miniseries, Book 3)",V. C. Andrews
Sideshow,Anne D. Leclaire
The Naked Face,Sidney Sheldon
Heartbreaker,KAREN ROBARDS
What's the Worst That Could Happen? (Dortmunder Novels (Paperback)),Donald E. Westlake
The Final Detail,HARLAN COBEN
The Enchantment,Kristin Hannah
Once Upon A Scandal (Once Upon Scandal),Barbara Dawson Smith
Lucia in Love / Lion on the Prowl,Heather Graham
Black Mountain Breakdown,Lee Smith
Strawberry Girl,Lois Lenski
Maniac Magee,Jerry Spinelli
NEW GIRL (FEAR STREET ) : NEW GIRL,R.L. Stine
Chang and Eng,Darin Strauss
Stormy Weather,Carl Hiaasen
The Cigarette Girl: A Novel,Carol Wolper
Mad About Maddie,Cheryl Anne Porter
Granny Will Your Dog Bite: And Other Mountain Rhymes,Gerald Milnes
IRON SHOES : A Novel,Molly Giles
Rachel's Passage,Paula Reid
Secrets of Success (Secrets Gift Books),J. Donald Walters
Richard Simmons' Never-Say-Diet Cookbook,Richard Simmons
I Loved You All: A Novel,Paula Sharp
Body of a Girl,Leah Stewart
Serpent's Dance,Larry Brooks
Richard Scarry's A Day at the Airport (Pictureback),HUCK SCARRY
Be Mine,Cait Logan
An Exhilaration of Wings: The Literature of Birdwatching,Jen Hill
The Tall Pine Polka (Ballantine Reader's Circle),LORNA LANDVIK
Sweet Hush: A Novel,Deborah Smith
Five Golden Rings,Fern Michaels
The Lazarus Child,Robert Mawson
Finding Laura,Kay Hooper
Sister,A. Manette Ansay
The Gamble,LaVyrle Spencer
"Blue Skies, French Fries (Pee Wee Scouts (Paperback))",Judy Delton
How to Eat Fried Worms,Thomas Rockwell
Made in America: An Informal History of the English Language in the United States,Bill Bryson
Who Killed Precious?,H. Paul Jeffers
Emily's Secret : A Writer...A Love Story...A Curse...A Diary...A Secret...,Jill Jones
When Stars Come Out: Bedtime Psalms for Little Ones,L.J. Sattgast
Lies and Raspberry Coffee,Noelle Frances Ferry
Breathing Lessons,Anne Tyler
In Fidelity,M.J. Rose
Lights Out (Fear Street),R.L. Stine
Black for Remembrance,Carlene Thompson
AMERICA'S FAVORITE BACKYARD WILDLIFE,George Harrison
Long Time Coming,Sandra Brown
"Double The Thrill  (Twins) (Blaze, 50)",Susan Kearney
Wuthering Heights (Courage Literary Classics),Emily Bronte
"Chippendales, The Naked Truth",Troy Kline
Dream Comes True,Barbara Delinksy
Brain,Robin Cook
For Love,Sue Miller
The Christmas Tree,Julie Salamon
Abduction,Rodman Philbrick
Illumination Night,Alice Hoffman
Stone Soup,Ann Mc Govern
The FACE (FEAR STREET #35) : THE FACE,R.L. Stine
Keepers of the Dawn,Alfred Silver
Mudd in Your Eye (Star Trek: The Original Series),Jerry Oltion
Duchess in Love,Eloisa James
The Valentine Star (Kids of the Polk Street School),PATRICIA REILLY GIFF
The Method,Paul Robert Walker
"Life's Not Fair, but God Is Good",Robert H. Schuller
Sugaring,Jessie Haas
Don't Talk to Strangers,Bethany Campbell
Goblin Market and Other Poems (Dover Thrift Editions),Christina Rossetti
The HOLLOW SKULL,Christopher Pike
Mother Earth,Nancy Luenn
Blood Test (Alex Delaware Novels (Paperback)),Jonathan Kellerman
Tortoise Brings the Mail,Dee Lillegard
The Passion,NICOLE JORDAN
ANOTHER LIFE,Donna Anders
Simply Irresistible (Avon Light Contemporary Romances),Rachel Gibson
The LOST MIND : THE LOST MIND,Christopher Pike
The VISITOR : THE VISITOR,Christopher Pike
A Girl Named Summer,Julie Garwood
Roses for Mama (Women of the West),Janette Oke
In the Event of My Death,Carlene Thompson
"Owen'S Touch (Try To Remember) (Silhouette Intimate Moments, 891)",Lee Magner
Flame,Connie Mason
STREETS OF LAREDO,Larry McMurtry
ANYTHING FOR BILLY,Larry McMurtry
"Does Anybody Know Who Allison Is? (Silhouette Special Edition, No 957)",Tracy Sinclair
Hedda Gabler (Dover Thrift Editions),Henrik Ibsen
The Cherry Orchard (Dover Thrift Editions),Anton Pavlovich Chekhov
A Tale of Two Cities (Dover Thrift Editions),Charles Dickens
Gulliver's Travels (Dover Thrift Editions),Jonathan Swift
Tarzan of the Apes (Dover Thrif),Edgar Rice Burroughs
Lord Jim (Dover Thrift Editions),Joseph Conrad
"Indian Summer: The Tragic Story of Louis Francis Sockalexis, the First Native American in Major League Baseball",Brian McDonald
Thunder Point,Jack Higgins
Never Look Back,Ridley Pearson
Match For Mom (By Request) (Harlequin by Request),Anne Mather
Robbed Blind,Roy Hart
A Wilderness of Mirrors (Amelia Pierce Mysteries),Dev Stryker
The Deep End,Joy Fielding
"See No Evil (Loving Dangerously) (Harlequin Superromance, No 722)",Cyndi Hayes
The Eye of Anna,Anna Wingate
Tales from the Empire: Stories from Star Wars Adventure Journal,Peter Schweighofer
The Skyliners : The Sacketts (Sacketts),LOUIS L'AMOUR
"Twenty - Third Man (Harlequin Super Romance, No 740)",Peggy Nicholson
"One - Week Marriage (Harlequin Romance, 3559)",Renee Roszel
Ghost Riders,Sharyn McCrumb
Red Badge of Courage (Dover Thrift Edition),Stephen Crane
The House of the Seven Gables (Dover Thrift Editions),Nathaniel Hawthorne
Sweet Fortune,Jayne Ann Krentz
Forbidden,Elizabeth Lowell
In Our Dreams,Linda Lael Miller
The Devil's Heiress,Jo Beverley
"Ethan's Temptress Bride  (Hot-Blooded Husbands) (Harlequin Presents, No. 2272)",Michelle Reid
"Marriage Ultimatum (Harlequin Presents, No. 2075)",Lindsay Armstrong
The Wedding Raffle,Geralyn Dawson
Promises,Belva Plain
"Prince Of Deceit (Xmas) (Presents, 2142)",Cathy Williams
Saving Grace,Julie Garwood
Man With A Past,Jayne Ann Krentz
Angel of Death,Jack Higgins
After The Night,Linda Howard
Against The Rules,Linda Howard
Hidden Talents,Jayne Ann Krentz
Chain Letter (Avon Camelot Books (Paperback)),Christopher Pike
AMARYLLIS,Jayne Castle
"Natural Mother (Harlequin Presents, No. 2076)",Cathy Williams
THE Greek Bridegroom,Helen Bianchin
"Yuletide Child (Expecting!) (Harlequin Presents, No. 2070)",Arnette Lamb
"An Arabian Marriage  (Sister Brides) (Harlequin Presents, No. 2271)",Lynne Graham
"The Hired Husband  (Wedlocked!) (Harlequin Presents, No. 2275)",Kate Walker
"City - Girl Bride (Harlequin Presents, No. 2229)",Penny Jordan
Perfect Family,Penny Jordan
Sizzle All Day (Sonnet Books),Geralyn Dawson
Betrayal (Harlequin Presents),Charlotte Lamb
Dark Stranger,Heather Graham
"Terminally Single (Harlequin Temptation, No 443)",Kate Jenkins
"Long, Tall Texans (Calhoun, Justin, and Tyler)",Diana Palmer
Mackenzie'S Mountain,Linda Howard
Cutting Edge,Linda Howard
Eclipse Bay,Jayne Ann Krentz
Love With A Long Tall Texan,Diana Palmer
"Merger By Matrimony (9 To 5) (Harlequin Presents, No. 2222)",Cathy Williams
Lone Star Christmas ... And Other Gifts,Diana Palmer
Springwater Seasons,Linda Lael Miller
The Ties That Bind,Jayne Ann Krentz
There And Now,Linda Lael Miller
Mackenzie Family (Silhouette Promo),Linda Howard
Warrior,Elizabeth Lowell
Crescent City,Belva Plain
Wedding Night,Jayne Ann Krentz
Breath of Scandal,Sandra Brown
Fit For A King (Mira),Diana Palmer
Secretary On Demand  (9 to 5),Cathy Williams
Sybil,Flora Rheta Schreiber
Kiss Mommy Goodbye,Joy Fielding
the Heiress Bride  (sister brides),Lynne Graham
Un Tendre Secret,Charlotte Lamb
A Passionate Surrender,Helen Bianchin
Fever,Elizabeth Lowell
Silk and Secrets,Mary Jo Putney
Once In Paris,Diana Palmer
The Disobedient Mistress  (Sister Brides),Lynne Graham
Silver Thunder,Joan Hohl
Christmas Eve Wedding  (Christmas),Penny Jordan
Tomorrow'S Promise,Kenneth T. Brown
My Life As a Dog,Moose
Divine Evil,NORA ROBERTS
The Conversion,Corwyn Alvarez
The Other Side of Midnight,Sidney Sheldon
The God Project,John Saul
Changes,Danielle Steel
Hands Around: A Cycle of Ten Dialogues (Dover Thrift Editions),Arthur Schnitzler
The Wisdom of Shepherds,Rhett Ellis
Love and Marriage,Bill Cosby
The Time Machine (Dover Thrift Editions),H. G. Wells
Great Ghost Stories (Watermill Classics),Algernon Blackwood
Bravo Family Ties,Christine Rimmer
Baby Farm Animals (Little Golden Book Classic),GARTH WILLIAMS
Old MacDonald Had a Farm (Little Golden Book),Kathi Ember
Tawny Scrawny Lion,Kathryn Jackson
"Funny, You Don't Look Like A Grandmother",Lois Wyse
"A Family To Be (Saddle Falls) (Silhouette Romance, No. 1586)",Sharon De Vita
"A HUSBAND IN HER EYES - SOULMATES (Silhouette Romance, No. 1577)",Karen Rose Smith
Miracle in Maui: Let Miracles Happen in Your Life,"Paul, Phd Pearsall"
Where Is God When It Hurts?,Philip Yancey
Letters Home,Sylvia Plath
Uncle John's Bathroom Reader,Bathroom Readers' Institute
Enchanted,Elizabeth Lowell
Limbo: A Memoir,A. Manette Ansay
The Mother-In-Law Diaries,Carol Dawson
"A Widow, a Chihuahua, and Harry Truman: A Story of Love, Loss, and Love Again",Mary Beth Crain
Everyone Is Entitled to My Opinion,DAVID BRINKLEY
Sweet Dreams,Kate Daniel
A Gift of Miracles : Magical True Stories To Touch Your Family's Heart,Jamie Miller
Jane Eyre (Dover Thrift Editions),Charlotte Bronte
"Forever Yours, Faithfully: My Love Story",Lorrie Morgan
An ALTOGETHER NEW BOOK OF TOP TEN LISTS LATE NIGHT DAVID LETTERMAN,David Letterman
Rising to the Occasion: A Practical Companion for the Occasionally Perplexed,Edith Hazard
What's So Great About America,Dinesh D'Souza
Pride and Prejudice (Penguin Classics),Jane Austen
The Clouds Above : A Novel of Love and War,Andrew Greig
A Midwinter's Tale,Andrew M. Greeley
MARIE TRUE STY   M,Peter Maas
The Last Housewife: A Suburban Detective Mystery (Suburban Detective Mysteries),Jon Katz
Call Me Anna: The Autobiography of Patty Duke,Patty Duke
Leap of Faith,Danielle Steel
Too Much Too Soon,Jacqueline Briskin
The Walker in Shadows,Barbara Michaels
Dave Barry Turns 40,Dave Barry
"Caught By Surprise  (The Tale Of The Sea) (Silhouette Romance, 1614)",Sandra Paul
The Millennium Project,Joseph Massucci
Louisiana Blue : A Tiller Galloway Underwater Thriller (A Tiller Galloway Thriller),David Poyer
MAYBE THIS TIME : MAYBE THIS TIME,Kathleen Gilles Seidel
Pandora's Clock,John J. Nance
Walk In Beauty (Silhouette Special Edition No 881),Ruth Wind
The Legacy,Linda Lael Miller
PETALS ON THE WIND (Dollanger Saga (Paperback)),V.C. Andrews
Web of Deceit,Catherin Lanigan
Fever (Sonnet Books),Katherine Sutcliffe
Life for Real Dummies: Life for the Totally Clueless (For Dummies Series),Richard Sandomir
The Strange Case of Dr. Jekyll and Mr. Hyde (Dover Thrift Editions),Robert Louis Stevenson
Backache Relief: The Ultimate Second Opinion from Back-Pain Sufferers Nationwide Who Share Their Successful Healing Experiences,Arthur Klein
Simple Gifts : Four Heartwarming Christmas Stories,Judith McNaught
"Stand Up for Your Life: Develop the Courage, Confidence, and Character to Fulfill Your Greatest Potential",Cheryl Richardson
Christmas Box (Christmas Box Trilogy),Richard Paul Evans
Timepiece (Christmas Box Trilogy),Richard Paul Evans
Perfect Stranger,Danielle Steel
Day of Confession,Allan Folsom
"Great Hollywood Wit: A Glorious Cavalcade of Hollywood Wisecracks, Zingers, Japes, Quips, Slings, Jests, Snappers, &amp; Sass from the Stars",Gene Shalit
"Crook and Chase: Our Lives, the Music, and the Stars",Lorianne Crook
This Heart of Mine,Susan Elizabeth Phillips
"The Beardstown Ladies' Common-Sense Investment Guide: How We Beat the Stock Market-And How You Can, Too",Beardstown Ladies Investment Club
Taking Chances: To Love Again (To Love Again),Janelle Taylor
Get Hot or Go Home: Trisha Yearwood : The Making of a Nashville Star (Get Hot or Go Home),Lisa Rebecca Gubernick
Lovers Forever,Shirlee Busbee
Finding the Calm Within You: The Sedlacek Technique,Keith M.D. Sedlacek
The Dig,LucasArts Entertainment Company
Valley Of Fire,Jennifer Taylor
"Forsaking All Others (Harlequin Presents, No 1850)",Susanne McCarthy
"Mistress And Mother (Harlequin Presents, No 1937)",Lynne Graham
One Stolen Moment,Rosemary Hammond
Shall We Tell the President?,Jeffrey Archer
Patchword Quilt,Paula Smith
"Crime Of Passion (Legal Thriller) (Harlequin Intrigue, No 347)",Maggie Ferguson
"Bitter Betrayal (Harlequin Presents, No 1369)",David P. Jordan
Moonlight Becomes Her (Zebra Historical Romance),Meagan McKinney
When I Say No I Feel Guilty,Manuel J. Smith
Smoke and Mirrors,Barbara Michaels
"Seducing The Enemy  (Scandals) (Harlequin Presents, No 1906)",Emma Darcy
Baby Scandal (Expecting) (Harlequin Presents),Cathy Williams
Sweet Sixteen (Buffy the Vampire Slayer),Scott Ciencin
Touched by Fire,Gregory S. Dinallo
Mask,John Minaham
Garfield Thinks Big (Garfield (Numbered Paperback)),Jim Davis
Return to the Secret Garden,Susan Moody
John Train's Most Remarkable Occurrences,John Train
The Love Letter,Cathleen Schine
Joy of Living -Op/47,Willard Scott
Disney's the Lion King (Little Golden Book),Justine Korman
"Eeyore, Be Happy (Little Golden Book)",Don Ferguson
Courage Under Fire,Patrick Sheane Duncan
Into the Morning,Celeste Hamilton
The Woman Who Walked on Water,Lily Tuck
An Unfinished Marriage,JOAN ANDERSON
Angel Landing,Alice Hoffman
Furthermore! Memories of a Parish Priest,Andrew M. Greeley
Jackie After Jack : Portrait of the Lady,Christopher Andersen
Reaching to Heaven: A Spiritual Journey Through Life and Death,James Van Praagh
Reba: My Story,Reba McEntire
Frasier,Jefferson Graham
Little House on Rocky Ridge (Little House),Roger Lea MacBride
Lauren Bacall: By Myself,LAUREN BACALL
Life on the Other Side: A Psychic's Tour of the Afterlife,Sylvia Browne
"Looking for Mary: Or, the Blessed Mother and Me",Beverly Donofrio
Hollywood Moms,Joyce Ostin
"Journal to the Self : Twenty-Two Paths to Personal Growth - Open the Door to Self-Understanding by Reading, Writing, and Creating a Journal of Your Life",Kathleen Adams
Tek Secret,William Shatner
Tek Vengeance,William Shatner
Teklab,William Shatner
Tekwar,William Shatner
Bible Code II: The Countdown,Michael Drosnin
A Joy I'd Never Known,Jan Dravecky
Fatima Prophecy,Ray Stanford
Jo Petty's Words to Live by: A Treasury of Favorite Sayings,Jo Petty
Robin Macnaughton's Sun Sign Personality Guide,Robin MacNaughton
The Doctor's Book of Home Remedies : Thousands of Tips and Techniques Anyone Can Use to Heal Everyday Health Problems,Editors Prevention Health Books
"Diary of a Fat Housewife:A True Story of Humor, Heart- Break and Hope",Rosemary Green
"The Death and Afterlife Book: The Encyclopedia of Death, Near Death, and Life After Death",James R. Lewis
Early Graves: The Shocking True-Crime Story of the Youngest Woman Ever Sentenced to Death Row,Thomas H. Cook
NEEDLES : A MEMOIR OF GROWING UP WITH DIABETES,Andie Dominick
The Books in My Life,Henry Miller
The Codependent Church,Virginia Curran Hoffman
Voice of the Heart,Barbara Taylor Bradford
Hold the Dream,Barbara Taylor Bradford
The Vision,Dean R. Koontz
Dangerous Illusions,Amanda Scott
When the Wind Blows,John Saul
SURPRISE PARTY (FEAR STREET ) : SURPRISE PARTY,R.L. Stine
The Dandelion Seed,Joseph P. Anthony
The NEW BOY (FEAR STREET ) : THE NEW BOY,R.L. Stine
DIE SOFTLY : DIE SOFTLY,Christopher Pike
Comes the Blind Fury,John Saul
Blue Willow,DEBORAH SMITH
Intensity,DEAN KOONTZ
Heaven and Earth : Making the Psychic Connection,James Van Praagh
Beyond Innocence,Emma Holly
Seasons of Her Life,Fern Michaels
Midnight Rider,Kat Martin
Texas Fury,FERN MICHAELS
Chase the Sun,Rosanne Bittner
Devil's Bride (Cynster Novels),Stephanie Laurens
Texas Sunrise,FERN MICHAELS
Bear Snores On,Karma Wilson
Angelina and the Butterfly (Angelina Ballerina),Katharine Holabird
Big Red Barn Board Book,Margaret Wise Brown
The Country Bunny and the Little Gold Shoes (Sandpiper Books),Dubose Heyward
The Night Before Christmas (Random House Pictureback),CLEMENT C. MOORE
More About Paddington,Michael Bond
"Pokemon: \I Choose You!\"" (Tabbed Coloring Book)""",Golden Books
A Walk in the Woods: Roly Poly Lift the Flaps (Lift the Flaps.),Lisa Ann Marsoli
Pinky and Rex and the Just-Right Pet,James Howe
Here Comes a Bus/Lift-The-Flap (Picture Puffins),Harriet Ziefert
Felix Feels Better,Rosemary Wells
Paddington Helps Out: Revised Edition,Michael Bond
The World Almanac for Kids 1999 (Cloth),Elaine Israel
Tight Times (Picture Puffins),Barbara Shook Hazen
Bike Tour Mystery (Nancy Drew),Carolyn Keene
The Case of the Creative Crime,Carolyn Keene
